"Core_Speed","L2_Cache","Max_Power","Memory","Memory_Bandwidth","Memory_Speed","TMUs","Texture_Rate","Release_Date"
1000,512,65,2048,73.6,1150,24,25,"08-Oct-2013 "
1050,512,65,1024,73.6,1150,24,26,"09-Oct-2013 "
1000,512,65,1024,73.6,1150,24,25,"08-Oct-2013 "
1000,512,65,1024,73.6,1150,24,25,"09-Oct-2013 "
1000,512,65,2048,73.6,1150,24,25,"08-Oct-2013 "
1000,512,65,1024,73.6,1150,24,25,"08-Oct-2013 "
1000,NA,130,2048,147.2,1150,24,50,"08-Oct-2013 "
1000,512,65,1024,73.6,1150,24,25,"08-Oct-2013 "
730,512,35,4096,21.3,667,20,16,"08-Oct-2013 "
1050,512,65,2048,73.6,1150,24,26,"09-Oct-2013 "
730,512,35,2048,25.6,800,20,16,"08-Oct-2013 "
1000,512,59,1024,73.6,1150,24,26,"11-Oct-2013 "
730,512,30,1024,73.6,1150,20,16,"08-Oct-2013 "
730,512,30,2048,72,1125,20,16,"08-Oct-2013 "
730,512,30,2048,73.6,1150,20,16,"09-Oct-2013 "
730,512,30,1024,72,1125,20,16,"08-Oct-2013 "
730,512,35,1024,28.8,900,20,16,"08-Oct-2013 "
730,512,35,1024,28.8,900,20,16,"08-Oct-2013 "
926,2048,120,4096,224,1750,128,156,"04-Aug-2016 "
750,512,30,2048,28.8,900,20,16,"08-Oct-2013 "
1121,2048,120,8192,256,2000,128,161,"04-Aug-2016 "
1143,2048,120,4096,224,1750,128,161,"04-Aug-2016 "
926,2048,120,4096,224,1750,128,163,"04-Aug-2016 "
926,2048,110,4096,211.2,1650,128,159,"04-Aug-2016 "
926,2048,120,4096,211.2,1650,128,155,"04-Aug-2016 "
926,2048,110,4096,211.2,1650,128,156,"04-Aug-2016 "
926,2048,110,8192,211.2,1650,128,159,"04-Aug-2016 "
926,2048,120,4096,211.2,1650,128,161,"04-Aug-2016 "
926,2048,110,NA,211.2,1650,128,156,"04-Aug-2016 "
926,2048,120,4096,211.2,1650,128,161,"04-Aug-2016 "
926,2048,120,4096,211.2,1650,128,154,"04-Aug-2016 "
926,2048,120,4096,211.2,1650,128,154,"04-Aug-2016 "
1090,1024,75,4096,112,1750,56,67,"28-Jul-2016 "
1090,1024,75,4096,112,1750,48,59,"08-Aug-2016 "
NA,0,75,2048,112,1750,56,67,"08-Aug-2016 "
926,2048,120,4096,211.2,1650,128,163,"04-Aug-2016 "
1090,1024,75,4096,112,1750,48,59,"08-Aug-2016 "
1090,1024,75,2048,112,1750,48,59,"08-Aug-2016 "
926,2048,120,4096,211.2,1650,128,157,"04-Aug-2016 "
1090,1024,150,2048,112,1750,64,78,"28-Jul-2016 "
1090,1024,75,2048,112,1750,64,77,"08-Aug-2016 "
1090,1024,75,4096,112,1750,56,68,"08-Aug-2016 "
NA,0,75,2048,112,1750,48,58,"08-Aug-2016 "
1090,1024,150,4096,112,1750,64,80,"28-Jul-2016 "
NA,0,75,2048,112,1750,48,58," 08-Aug-2016 "
NA,0,75,2048,112,1750,48,59,"08-Aug-2016 "
1090,1024,75,4096,NA,1750,56,68,"08-Aug-2016 "
NA,NA,75,2048,112,1750,14,69,"28-Jul-2016 "
NA,1024,75,2048,112,1750,56,68,"08-Aug-2016 "
1090,1024,75,4096,112,1750,56,68,"08-Aug-2016 "
1090,1024,75,4096,112,1750,56,69,"08-Aug-2016 "
NA,0,75,4096,112,1750,48,58,"08-Aug-2016 "
NA,0,75,2048,112,1750,48,59,"08-Aug-2016 "
1090,1024,75,4096,112,1750,56,68,"08-Aug-2016 "
NA,0,75,2048,112,1750,48,58,"08-Aug-2016 "
750,512,30,2048,28.8,900,20,16,"08-Oct-2013 "
NA,1024,75,NA,NA,1750,56,67,"08-Aug-2016 "
760,512,35,2048,28.8,900,20,16,"16-Oct-2013 "
1090,1024,75,NA,NA,1750,56,67,"08-Aug-2016 "
730,512,35,2048,28.8,900,20,16,"08-Oct-2013 "
730,512,30,2048,28.8,900,20,16,"08-Oct-2013 "
780,512,30,2048,28.8,900,20,18,"09-Oct-2013 "
730,512,35,4096,28.8,900,20,16,"16-Oct-2013 "
770,512,35,4096,28.8,900,20,16,"08-Oct-2013 "
730,512,30,1024,25.6,800,20,16,"08-Oct-2013 "
730,512,35,2048,28.8,900,20,16,"16-Oct-2013 "
775,128,35,1024,14.4,900,8,6,"21-Dec-2013 "
875,128,37,1024,14.4,900,8,7,"21-Dec-2013 "
625,128,19,1024,12.8,800,8,5,"03-Apr-2014 "
625,128,19,2048,10.7,667,8,5,"03-Apr-2014 "
625,128,19,1024,10.7,667,8,5,"03-Apr-2014 "
625,128,19,2048,8,500,8,5,"03-Apr-2014 "
625,128,19,1024,8,500,8,5,"03-Apr-2014 "
625,128,19,2048,8,500,8,5,"03-Apr-2014 "
625,128,19,1024,10.7,667,8,5,"03-Apr-2014 "
650,128,19,2048,9.6,600,8,5,"03-Apr-2014 "
625,128,19,1024,8.5,533,8,5,"03-Apr-2014 "
625,128,19,1024,8.5,533,8,5,"03-Apr-2014 "
NA,NA,250,32000,512,2000,72,179,"25-Apr-2017 "
NA,0,NA,256,69.1,1080,NA,NA,"01-Dec-2004 "
625,128,19,1024,9.6,600,8,5,"03-Apr-2014 "
NA,0,NA,256,69.1,1080,NA,NA,"01-Dec-2004 "
NA,0,NA,256,64,1000,NA,NA,"01-Dec-2004 "
825,512,30,1024,16,1000,24,20,"21-Apr-2013 "
650,128,19,1024,8.5,533,8,5,"21-Dec-2013 "
NA,0,NA,256,71.7,1120,NA,NA,"02-Jan-2004 "
NA,0,NA,256,62.7,980,NA,NA,"15-Nov-2005 "
NA,0,NA,256,51.2,800,NA,NA,"16-Oct-2004 "
NA,0,NA,256,125.4,980,NA,NA,"01-Dec-2004 "
NA,0,NA,128,9.6,600,NA,NA,"21-Jun-2004 "
NA,0,NA,128,6.4,400,NA,NA,"01-Jun-2004 "
NA,0,NA,256,57.6,900,NA,NA,"05-May-2004 "
NA,0,NA,256,8,500,NA,NA,"21-Jun-2005 "
NA,0,NA,256,62.7,980,NA,NA,"01-Sep-2005 "
NA,NA,295,8192,256,500,64,396,"30-Jul-2017 "
1090,1024,75,4096,NA,1750,56,68,"29-Nov-2016 "
NA,0,NA,128,11.2,700,NA,NA,"02-Jan-2004 "
NA,NA,150,8192,256,2000,72,200,"18-Apr-2017 "
NA,0,NA,16,1,130,NA,NA,"01-Aug-1998 "
NA,NA,150,8192,256,2000,72,205,"18-Apr-2017 "
NA,NA,150,4096,224,1750,72,200,"18-Apr-2017 "
NA,0,NA,32,2.3,143,NA,NA,"01-Aug-1999 "
NA,NA,150,8192,256,2000,72,202,"18-Apr-2017 "
NA,NA,150,8192,256,2000,72,205,"18-Apr-2017 "
NA,NA,150,8192,256,2000,72,197,"18-Apr-2017 "
NA,NA,150,8192,256,2000,72,197,"18-Apr-2017 "
NA,NA,150,8192,256,2000,72,197,"18-Apr-2017 "
NA,NA,150,8192,224,1750,72,197,"18-Apr-2017 "
NA,NA,150,8192,256,2000,72,209,"18-Apr-2017 "
NA,NA,150,8192,224,1750,72,203,"18-Apr-2017 "
NA,NA,150,8192,256,2000,72,209,"18-Apr-2017 "
NA,NA,150,4096,224,1750,72,194,"18-Apr-2017 "
NA,NA,150,8192,256,2000,72,194,"18-Apr-2017 "
NA,NA,150,8192,256,2000,72,205,"18-Apr-2017 "
NA,NA,150,8192,256,2000,72,208,"18-Apr-2017 "
NA,NA,150,8192,256,2000,72,203,"18-Apr-2017 "
NA,NA,150,4096,224,1750,72,201,"18-Apr-2017 "
NA,NA,150,8192,256,2000,72,201,"18-Apr-2017 "
NA,NA,150,8192,256,2000,72,199,"18-Apr-2017 "
NA,NA,150,4096,224,1750,72,197,"18-Apr-2017 "
NA,NA,150,8192,256,2000,72,197,"18-Apr-2017 "
NA,NA,150,4096,224,1750,72,193,"18-Apr-2017 "
NA,NA,150,8192,256,2000,72,206,"18-Apr-2017 "
NA,NA,150,8192,256,2000,72,193,"18-Apr-2017 "
NA,NA,150,8192,256,2000,72,195,"18-Apr-2017 "
NA,NA,150,8192,256,2000,72,202,"18-Apr-2017 "
NA,NA,150,4096,224,1750,72,197,"18-Apr-2017 "
NA,NA,150,4096,224,1750,72,195,"18-Apr-2017 "
NA,NA,150,8192,256,2000,72,207,"18-Apr-2017 "
NA,NA,150,8192,256,2000,72,197,"18-Apr-2017 "
NA,NA,150,4096,224,1750,72,199,"18-Apr-2017 "
NA,NA,150,8192,256,2000,72,199,"18-Apr-2017 "
NA,NA,150,8192,256,2000,72,193,"18-Apr-2017 "
NA,NA,150,8192,256,2000,72,196,"18-Apr-2017 "
NA,NA,150,8192,256,2000,72,199,"18-Apr-2017 "
NA,NA,150,8192,256,2000,72,206,"18-Apr-2017 "
NA,NA,150,4096,224,1750,72,193,"18-Apr-2017 "
NA,NA,195,8192,224,1750,64,172,"18-Apr-2017 "
NA,NA,195,4096,224,1750,64,172,"18-Apr-2017 "
NA,NA,120,4096,224,1750,64,164,"18-Apr-2017 "
NA,NA,150,8192,256,2000,72,193,"18-Apr-2017 "
NA,NA,120,4096,224,1750,64,166,"18-Apr-2017 "
NA,NA,120,8192,224,1750,64,166,"18-Apr-2017 "
NA,NA,120,4096,224,1750,64,160,"18-Apr-2017 "
NA,NA,120,4096,224,1750,64,169,"18-Apr-2017 "
NA,NA,120,4096,224,1750,64,159,"18-Apr-2017 "
NA,NA,120,4096,224,1750,64,161,"18-Apr-2017 "
NA,NA,120,8192,224,1750,64,161,"18-Apr-2017 "
NA,NA,120,8192,224,1750,64,162,"18-Apr-2017 "
NA,NA,120,4096,224,1750,64,162,"18-Apr-2017 "
NA,NA,120,8192,224,1750,64,159,"18-Apr-2017 "
NA,NA,120,4096,224,1750,64,162,"18-Apr-2017 "
NA,NA,120,4096,224,1750,64,169,"18-Apr-2017 "
NA,NA,120,4096,224,1750,64,166,"18-Apr-2017 "
NA,NA,120,4096,224,1750,64,159,"18-Apr-2017 "
NA,NA,120,4096,224,1750,64,161,"18-Apr-2017 "
NA,NA,120,4096,224,1750,64,168,"18-Apr-2017 "
NA,NA,120,4096,224,1750,64,161,"18-Apr-2017 "
NA,NA,120,4096,224,1750,64,162,"18-Apr-2017 "
NA,NA,120,8192,224,1750,64,159,"18-Apr-2017 "
NA,NA,120,4096,224,1750,64,159,"18-Apr-2017 "
NA,NA,120,4096,224,1750,64,159,"18-Apr-2017 "
1175,1024,80,4096,112,1750,64,82,"18-Apr-2017 "
1175,1024,80,4096,112,1750,64,83,"18-Apr-2017 "
NA,0,75,2048,NA,1750,56,67,"05-Jul-2017 "
1175,1024,80,2048,112,1750,64,83,"18-Apr-2017 "
1175,1024,80,2048,112,1750,64,83,"18-Apr-2017 "
1175,1024,80,4096,112,1750,64,83,"18-Apr-2017 "
1175,1024,80,2048,112,1750,64,83,"18-Apr-2017 "
1175,1024,80,2048,112,1750,64,82,"18-Apr-2017 "
1175,1024,80,2048,112,1750,64,83,"18-Apr-2017 "
1175,1024,80,4096,112,1750,64,83,"18-Apr-2017 "
1175,1024,45,4096,112,1750,64,78,"18-Apr-2017 "
1175,1024,80,4096,112,1750,64,82,"18-Apr-2017 "
1180,1024,80,2048,112,1750,64,82,"18-Apr-2017 "
1175,1024,80,4096,112,1750,64,78,"18-Apr-2017 "
1180,1024,80,4096,112,1750,64,82,"18-Apr-2017 "
1180,1024,80,2048,112,1750,64,82,"18-Apr-2017 "
1175,1024,80,2048,112,1750,64,83,"18-Apr-2017 "
1175,1024,80,2048,112,1750,64,77,"18-Apr-2017 "
1180,1024,80,4096,112,1750,64,82,"18-Apr-2017 "
1175,1024,80,4096,112,1750,64,77,"18-Apr-2017 "
1175,1024,80,2048,112,1750,64,84,"18-Apr-2017 "
1180,1024,75,4096,112,1750,64,82,"18-Apr-2017 "
1175,1024,80,4096,112,1750,64,82,"18-Apr-2017 "
1175,1024,80,4096,112,1750,64,84,"18-Apr-2017 "
1175,1024,80,2048,112,1750,64,82,"18-Apr-2017 "
1175,1024,75,4096,112,1750,64,84,"18-Apr-2017 "
1175,1024,75,4096,112,1750,64,82,"18-Apr-2017 "
1180,1024,80,2048,112,1750,64,82,"18-Apr-2017 "
1175,1024,75,4096,112,1750,64,82,"18-Apr-2017 "
1175,1024,80,2048,112,1750,64,84,"18-Apr-2017 "
1175,1024,75,4096,112,1750,64,82,"18-Apr-2017 "
1175,1024,75,4096,112,1750,64,82,"18-Apr-2017 "
1175,1024,80,4096,112,1750,64,82,"18-Apr-2017 "
1175,1024,80,2048,112,1750,64,82,"18-Apr-2017 "
1175,1024,75,2048,112,1750,64,82,"18-Apr-2017 "
1175,1024,75,2048,112,1750,64,82,"18-Apr-2017 "
1090,1024,75,4096,NA,1750,56,67,"18-Apr-2017 "
1090,1024,75,2048,NA,1750,56,67,"18-Apr-2017 "
400,0,NA,NA,3.2,400,2,1,"01-Jun-2006 "
NA,0,66,512,44.2,690,NA,NA,"01-Oct-2006 "
NA,0,125,512,64,1000,NA,NA,"07-Oct-2006 "
NA,0,96,512,57.6,900,NA,NA,"17-Oct-2006 "
NA,0,NA,128,NA,NA,NA,NA,"01-May-2006 "
NA,0,135,512,49.6,775,NA,NA,"01-Jan-2006 "
NA,0,57,256,38.4,600,NA,NA,"29-Jan-2007 "
NA,0,NA,256,64,1000,NA,NA,"02-Jan-2006 "
NA,0,100,256,46.4,725,NA,NA,"01-Jan-2006 "
NA,0,NA,256,64,1000,NA,NA,"02-Jan-2006 "
NA,0,75,256,42.2,660,NA,NA,"01-Oct-2006 "
NA,0,70,256,64,500,NA,NA,"01-Oct-2005 "
NA,0,42,512,25.6,800,NA,NA,"02-Jan-2007 "
NA,0,NA,256,44.8,700,NA,NA,"02-Jan-2005 "
NA,0,113,512,44.8,700,NA,NA,"01-Oct-2005 "
NA,0,48,256,31.7,495,NA,NA,"01-Mar-2006 "
NA,0,75,256,38.4,600,NA,NA,"01-May-2006 "
NA,0,44,256,22.4,700,NA,NA,"23-Aug-2006 "
NA,0,48,512,31.7,495,NA,NA,"01-Mar-2006 "
NA,0,55,256,22.4,700,NA,NA,"30-Oct-2010 "
NA,0,NA,128,12.8,400,NA,NA,"01-May-2007 "
NA,0,27,512,12.8,400,NA,NA,"01-Jan-2007 "
NA,0,42,256,22.1,690,NA,NA,"01-Oct-2005 "
NA,0,NA,256,6.4,400,NA,NA,"01-Feb-2007 "
NA,0,41,512,12.5,390,NA,NA,"01-Oct-2005 "
NA,0,22,256,12.8,400,NA,NA,"12-Aug-2006 "
NA,0,31,256,6.4,400,NA,NA,"01-Nov-2006 "
NA,0,24,256,10.7,333,8,3,"01-Dec-2006 "
NA,0,NA,NA,NA,NA,NA,NA,"28-Feb-2007 "
NA,0,14,NA,NA,NA,NA,NA,"01-Feb-2007 "
NA,0,24,128,1.6,200,NA,NA,"07-Dec-2006 "
NA,0,NA,64,2,250,NA,NA,"05-Oct-2005 "
NA,0,NA,NA,NA,NA,NA,NA,"01-Aug-2008 "
NA,0,NA,256,4,250,NA,NA,"01-Dec-2005 "
NA,0,24,128,5.3,333,4,2,"07-Dec-2006 "
NA,0,24,NA,NA,NA,NA,NA,"01-Jun-2008 "
NA,0,25,NA,NA,NA,NA,NA,"01-Sep-2008 "
NA,0,19,NA,NA,NA,NA,NA,"01-Jun-2007 "
NA,0,24,NA,NA,NA,NA,NA,"01-Aug-2008 "
NA,0,13,NA,NA,NA,NA,NA,"01-May-2003 "
NA,0,17,NA,NA,NA,NA,NA,"01-Aug-2007 "
NA,0,NA,NA,NA,NA,NA,NA,"01-Dec-2008 "
NA,0,28,NA,NA,NA,NA,NA,"01-Aug-2007 "
NA,0,17,NA,NA,NA,NA,NA,"01-Jun-2004 "
NA,0,6,NA,1.1,133,NA,NA,"01-May-2002 "
NA,0,NA,NA,NA,NA,NA,NA,"01-May-2005 "
NA,0,NA,NA,NA,167,NA,NA,"01-Oct-2002 "
NA,0,27,256,12.8,400,NA,NA,"08-Jan-2007 "
NA,0,45,NA,NA,NA,NA,NA,"25-Jan-2010 "
NA,0,NA,NA,NA,NA,NA,NA,"09-May-2007 "
NA,0,84,NA,25.6,800,4,5,"01-Jun-2013 "
NA,0,17,NA,NA,NA,NA,NA,"30-Jun-2007 "
NA,0,86,NA,25.6,800,4,5,"01-Jun-2013 "
NA,0,NA,NA,25.6,800,4,3,"01-Mar-2012 "
NA,0,45,NA,25.6,800,1,1,"01-Oct-2012 "
NA,0,NA,NA,21.3,667,1,1,"01-Apr-2011 "
350,512,47,NA,34.1,1067,8,8,"01-Sep-2015 "
NA,0,65,NA,25.6,800,1,1,"01-May-2011 "
350,1024,15,NA,34.1,1066,24,25,"01-Jan-2017 "
NA,2048,10,NA,21.3,667,1,1,"11-Sep-2013 "
350,2048,91,NA,34.1,1067,16,18,"05-Aug-2015 "
400,1024,88,NA,25.6,800,4,5,"03-Jun-2013 "
NA,0,NA,NA,25.6,800,4,NA,"05-Jun-2013 "
NA,0,20,NA,25.6,800,4,3,"01-Jul-2013 "
NA,0,4,NA,25.6,800,4,5,"01-Jun-2013 "
650,1024,77,NA,25.6,800,4,5,"23-Mar-2012 "
NA,0,NA,NA,12.8,800,1,1,"01-Apr-2012 "
850,1024,95,NA,21.3,667,2,3,"01-Feb-2011 "
NA,0,NA,NA,NA,NA,NA,NA,"01-Mar-2003 "
NA,0,NA,NA,NA,NA,NA,NA,"01-Mar-2005 "
NA,0,NA,NA,NA,NA,NA,NA,"01-Mar-2005 "
350,512,47,NA,34.1,1067,16,17,"01-Sep-2015 "
850,1024,95,NA,21.3,667,1,1,"01-Feb-2011 "
350,512,47,NA,34.1,1067,16,18,"01-Sep-2015  "
NA,0,NA,NA,6.4,400,NA,NA,"01-Jul-2006 "
NA,0,NA,NA,10.7,667,NA,NA,"30-May-2010 "
NA,0,NA,NA,10.7,667,NA,NA,"30-Mar-2010 "
350,512,47,NA,34.1,1067,16,18,"01-Sep-2015 "
NA,0,NA,NA,21.3,667,NA,NA,"04-Sep-2011 "
NA,0,NA,NA,10.7,667,NA,NA,"30-May-2010 "
NA,0,NA,NA,10.7,667,NA,NA,"04-Sep-2011 "
NA,0,NA,NA,10.7,667,NA,NA,"30-Mar-2010 "
NA,0,35,NA,10.7,667,NA,NA,"30-Mar-2011 "
NA,0,NA,NA,17.1,533,NA,NA,"01-Sep-2011 "
NA,0,65,NA,10.7,667,NA,NA,"20-Feb-2011 "
NA,0,NA,NA,10.7,667,NA,NA,"22-May-2011 "
NA,0,65,NA,21.3,667,NA,NA,"30-Mar-2011 "
NA,0,65,NA,10.7,667,NA,NA,"30-Mar-2011 "
NA,0,NA,NA,17.1,533,NA,NA,"01-May-2011 "
350,512,35,NA,34.1,1067,16,15,"01-Sep-2015 "
NA,0,NA,NA,17.1,533,NA,NA,"01-Sep-2011 "
350,1024,65,NA,34.1,1067,16,18,"01-Sep-2015 "
350,1024,91,NA,34.1,1067,16,18,"05-Aug-2015 "
350,1024,35,NA,34.1,1067,16,18,"01-Sep-2015 "
650,1024,77,NA,25.6,800,4,5,"29-Apr-2012 "
350,1024,88,NA,25.6,800,4,5,"22-Jun-2014 "
650,1024,77,NA,25.6,800,4,5,"29-Apr-2012 "
650,1024,77,NA,25.6,800,4,5,"29-Apr-2012 "
850,1024,95,NA,21.3,667,1,1,"09-Jan-2011 "
650,1024,77,NA,25.6,800,4,5,"29-Apr-2012 "
850,1024,95,NA,21.3,667,2,3,"09-Jan-2011 "
850,1024,95,NA,21.3,667,2,3,"23-Oct-2011 "
NA,0,8,NA,25.6,800,NA,NA,"01-Sep-2012 "
350,512,35,NA,34.1,1067,8,8,"01-Sep-2015 "
850,1024,95,NA,21.3,667,1,1,"09-Jan-2011 "
350,512,47,NA,34.1,1067,8,8,"01-Sep-2015 "
350,1024,47,NA,34.1,1067,16,17,"01-Sep-2015 "
NA,0,55,NA,21.3,667,2,1,"22-Jan-2013 "
350,512,65,NA,34.1,1067,8,8,"27-Dec-2015 "
NA,0,73,NA,10.7,667,NA,NA,"30-Mar-2010 "
NA,0,73,NA,10.7,667,NA,NA,"30-May-2010 "
350,1024,65,NA,34.1,1067,16,18,"01-Sep-2015 "
350,1024,65,NA,34.1,1067,16,18,"01-Sep-2015 "
350,1024,91,NA,34.1,1067,16,18,"05-Aug-2015 "
NA,0,87,NA,10.7,667,NA,NA,"30-Mar-2010 "
350,1024,35,NA,34.1,1067,16,18,"01-Sep-2015 "
NA,0,73,NA,10.7,667,NA,NA,"30-Mar-2010 "
NA,0,73,NA,10.7,667,NA,NA,"30-Mar-2010 "
350,1024,35,NA,34.1,1067,16,15,"01-Sep-2015 "
350,1024,65,NA,34.1,1067,16,15,"01-Sep-2015 "
350,1024,65,NA,34.1,1067,16,17,"01-Sep-2015 "
NA,0,95,NA,10.7,667,NA,NA,"30-Mar-2011 "
NA,0,NA,NA,12.8,800,NA,NA,"01-Apr-2012 "
NA,0,95,NA,10.7,667,NA,NA,"30-Mar-2011 "
NA,0,95,NA,10.7,667,NA,NA,"30-May-2011 "
NA,0,NA,NA,10.7,667,NA,NA,"04-Sep-2011 "
NA,0,NA,NA,12.8,800,NA,NA,"29-Apr-2012 "
NA,512,65,128,14.9,933,8,9,"02-Jun-2015 "
NA,0,95,NA,10.7,667,NA,NA,"30-Mar-2011 "
NA,0,28,NA,25.6,800,8,3,"03-Jun-2013 "
NA,0,65,NA,10.7,667,NA,NA,"30-May-2011 "
350,512,54,NA,34.1,1067,8,8,"27-Dec-2015 "
NA,0,65,NA,10.7,667,NA,NA,"30-Mar-2011 "
NA,0,73,NA,10.7,667,NA,NA,"30-Mar-2010 "
NA,0,95,NA,10.7,667,NA,NA,"30-Mar-2011 "
NA,0,28,NA,25.6,800,8,3,"29-Apr-2013 "
950,NA,375,6144,576,1500,128,256,"23-Apr-2013 "
925,NA,500,6144,264,1375,64,118,"30-Jul-2012 "
950,NA,375,6144,576,1500,128,256,"24-Apr-2013 "
NA,0,40,512,11.2,700,NA,NA,"20-Jan-2009 "
830,1024,NA,4096,320,1250,192,159,"01-Mar-2011 "
NA,128,19,1024,6.4,400,8,5,"04-Feb-2010 "
1000,768,230,3072,273.6,1425,128,128,"30-Jan-2012 "
550,128,20,512,14,875,NA,NA,"01-Jun-2012 "
NA,0,189,4096,102.4,800,NA,NA,"11-Nov-2008 "
NA,0,35,512,11.2,700,NA,NA,"01-Apr-2011 "
574,NA,600,12288,288,750,64,73,"25-Jul-2011 "
NA,0,NA,NA,NA,NA,NA,NA,"01-Sep-2007 "
NA,NA,385,2048,256,1000,64,154,"01-Mar-2008 "
902,1536,225,12288,288.4,1502,240,216,"23-Jul-2013 "
773,1792,120,8192,192.3,1502,104,80,"29-Jun-2015 "
NA,0,NA,16,NA,100,NA,NA,"01-Mar-2000 "
902,1536,150,8192,192,1000,192,173,"22-Jul-2014 "
706,512,122,4096,172.8,1350,128,90,"01-Aug-2012 "
667,2048,45,1024,28.8,900,32,21,"22-Jul-2014 "
706,512,108,4096,172.8,1350,112,79,"22-Jul-2014 "
667,2048,68,4096,80,1250,40,27,"22-Jul-2014 "
876,256,41,1024,29,905,16,14,"01-Mar-2013 "
876,256,41,1024,29,905,16,14,"01-Mar-2013 "
876,256,41,1024,28.8,900,32,28,"22-Jul-2014 "
NA,0,150,1536,76.8,800,NA,NA,"30-Oct-2008 "
574,768,204,6144,143.4,747,56,32,"10-Dec-2010 "
NA,384,142,2048,89.9,702,32,15,"02-Nov-2010 "
NA,0,40,1024,25.6,800,NA,NA,"01-Oct-2010 "
625,256,62,1024,41.6,650,32,20,"05-Oct-2011 "
706,256,38,512,14.3,891,NA,NA,"07-Aug-2012 "
NA,0,32,512,12.8,800,NA,NA,"01-Jul-2011 "
NA,0,20,NA,8.5,1066,8,4,"03-Jun-2008 "
738,0,141,512,70.4,1100,64,47,"16-Jan-2009 "
NA,NA,197,1024,128,1000,64,77,"01-Mar-2008 "
625,256,62,1024,41.6,650,32,20,"24-Dec-2010 "
513,512,152,2560,120,750,44,23,"23-Feb-2011 "
612,0,172,768,103.7,1080,32,20,"01-May-2007 "
600,0,200,2048,115.2,900,112,67,"21-Jul-2008 "
550,0,75,512,57.6,900,56,31,"15-Mar-2009 "
NA,NA,280,1024,140.8,1100,56,76,"01-Apr-2008 "
675,0,140,512,70.4,1100,64,43,"28-Mar-2008 "
600,0,105,512,57.6,900,56,34,"21-Jul-2008 "
600,0,50,512,25.6,400,32,19,"01-Feb-2008 "
600,0,105,1024,57.6,900,56,34,"21-Jul-2008 "
NA,0,84,768,38.4,800,48,26,"01-May-2008 "
650,0,95,512,57.6,900,32,21,"01-Feb-2008 "
NA,0,90,512,43.2,900,48,31,"01-Oct-2008 "
NA,0,50,512,25.6,800,16,9,"29-Jul-2008 "
NA,0,84,384,38.4,800,48,26,"01-May-2008 "
NA,0,NA,768,24,500,24,12,"01-May-2008 "
NA,0,NA,512,16,500,NA,NA,"01-Jul-2008 "
NA,0,NA,NA,NA,NA,NA,NA,"01-Aug-2008 "
650,0,95,1024,57.6,900,32,21,"21-Feb-2008 "
NA,0,50,1024,12.8,400,NA,NA,"26-Aug-2008 "
NA,0,NA,512,8,500,8,5,"01-Jun-2008 "
NA,0,12,NA,NA,NA,8,5,"01-Oct-2008 "
NA,0,NA,NA,NA,NA,8,4,"01-Oct-2008 "
NA,0,NA,NA,NA,NA,8,NA,"02-Jan-2008 "
NA,NA,110,1024,76.8,600,24,24,"01-Jun-2006 "
NA,0,NA,512,8,500,8,4,"01-Jun-2008 "
NA,0,50,512,12.8,400,8,4,"27-Aug-2008 "
NA,0,65,512,44.8,700,24,13,"06-Aug-2006 "
NA,0,84,512,51.2,800,NA,NA,"01-Mar-2006 "
NA,0,49,256,42.2,660,NA,NA,"01-Sep-2006 "
NA,0,49,256,42.2,660,24,11,"01-Mar-2006 "
NA,0,108,512,54.4,850,NA,NA,"01-Jun-2005 "
NA,0,40,NA,NA,NA,8,4,"02-Apr-2007 "
NA,0,81,512,42.2,660,NA,NA,"01-Sep-2006 "
NA,0,40,256,22.4,700,NA,NA,"01-Mar-2006 "
NA,0,65,256,32,500,NA,NA,"01-Aug-2005 "
NA,0,NA,128,12.8,400,NA,NA,"22-Mar-2006 "
NA,0,49,256,38.4,600,NA,NA,"01-Feb-2006 "
NA,0,27,256,12.8,400,NA,NA," 01-Mar-2006 "
NA,0,27,256,25.6,800,NA,NA,"01-Jul-2006 "
NA,0,NA,NA,6.4,400,4,2,"22-Jan-2006 "
NA,0,23,256,6.4,400,NA,NA,"01-Jan-2006 "
NA,0,NA,256,5.2,324,8,4,"22-Mar-2006 "
NA,0,23,256,5.3,333,NA,NA,"01-Mar-2006 "
NA,0,24,256,10.4,325,NA,NA,"01-May-2006 "
NA,0,NA,256,4.8,300,NA,NA,"01-Sep-2007 "
NA,0,NA,NA,5.3,334,NA,NA,"01-Sep-2007 "
NA,0,NA,NA,NA,NA,NA,NA,"30-Sep-2007 "
513,0,143,640,63.4,792,24,12,"01-Nov-2006 "
NA,0,NA,128,2.8,350,NA,NA,"01-Jan-2005 "
575,0,158,768,86.4,900,32,18,"01-Nov-2006 "
NA,0,NA,256,4.3,533,NA,NA,"01-Jan-2005 "
NA,0,12,NA,NA,NA,NA,NA,"10-Jan-2010 "
650,0,135,512,51.2,800,64,42,"01-Dec-2007 "
513,0,143,320,63.4,792,24,12,"01-Feb-2007 "
NA,NA,270,1024,102.4,800,64,83,"01-Dec-2007 "
576,0,143,640,72,900,24,14,"01-Nov-2006 "
600,0,105,512,57.6,900,56,34,"29-Oct-2007 "
540,0,47,512,12.8,400,16,9,"01-Jun-2007 "
675,0,75,512,32,1000,16,11,"01-Apr-2007 "
675,0,75,256,32,1000,16,11,"01-Apr-2007 "
